id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
8205829,2010-07-02 10:00:00,1248.0,5787.0,$11.62,Swipe Transaction,50783.0,Middleton,WI,53562.0,5411.0,
7888573,2010-04-15 08:01:00,474.0,2218.0,$0.40,Swipe Transaction,43293.0,Far Rockaway,NY,11691.0,5499.0,
8125093,2010-06-12 15:56:00,1403.0,2830.0,$93.66,Swipe Transaction,50304.0,Anaheim,CA,92809.0,5300.0,
8822835,2010-11-27 23:30:00,949.0,2249.0,$69.06,Swipe Transaction,77163.0,North Brunswick,NJ,8902.0,5310.0,
9743812,2011-07-02 10:00:00,1086.0,2947.0,$86.61,Swipe Transaction,27601.0,White Plains,NY,10605.0,7538.0,
7958146,2010-05-02 14:44:00,1433.0,203.0,$12.85,Swipe Transaction,24504.0,Auburn,AL,36830.0,4214.0,
9142045,2011-02-11 12:21:00,1435.0,4294.0,$0.49,Swipe Transaction,86438.0,Alpharetta,GA,30004.0,5499.0,Insufficient Balance
8521258,2010-09-16 12:00:00,866.0,2110.0,$22.03,Swipe Transaction,44705.0,Jackson Heights,NY,11372.0,5411.0,
9435087,2011-04-21 10:14:00,1763.0,4297.0,$2.23,Swipe Transaction,49725.0,Minneapolis,MN,55429.0,5812.0,
9768357,2011-07-07 21:58:00,61.0,3503.0,$115.62,Swipe Transaction,88646.0,Yonkers,NY,10701.0,5812.0,
8066806,2010-05-29 12:09:00,807.0,3213.0,$-324.00,Swipe Transaction,51300.0,Melbourne,FL,32904.0,3359.0,
7779534,2010-03-18 21:36:00,1827.0,4546.0,$41.49,Swipe Transaction,30055.0,San Diego,CA,92104.0,7832.0,
9786094,2011-07-12 07:47:00,855.0,3670.0,$1.41,Swipe Transaction,82981.0,Richland,MS,39218.0,5912.0,
8551449,2010-09-23 15:03:00,286.0,4782.0,$50.00,Swipe Transaction,61195.0,Lucedale,MS,39452.0,5541.0,
8353621,2010-08-07 08:00:00,554.0,2424.0,$4.95,Swipe Transaction,5248.0,Havana,IL,62644.0,5499.0,
7839780,2010-04-03 05:55:00,1958.0,3215.0,$48.27,Swipe Transaction,7330.0,Fayetteville,NC,28306.0,5310.0,
8158910,2010-06-20 20:35:00,1075.0,3287.0,$27.84,Swipe Transaction,12614.0,Louisville,KY,40299.0,4121.0,
9232973,2011-03-04 21:50:00,84.0,5750.0,$130.13,Swipe Transaction,66085.0,Lansing,NC,28643.0,4900.0,
9440898,2011-04-22 14:43:00,1843.0,5752.0,$142.61,Swipe Transaction,1567.0,Chicago Heights,IL,60411.0,6300.0,
9800499,2011-07-15 10:30:00,1133.0,2586.0,$22.91,Swipe Transaction,18215.0,Monessen,PA,15062.0,5719.0,
8352876,2010-08-06 22:34:00,1763.0,4297.0,$20.42,Swipe Transaction,83171.0,Minneapolis,MN,55429.0,5310.0,
8000336,2010-05-12 21:08:00,1787.0,4645.0,$65.74,Swipe Transaction,25717.0,Lexington,KY,40511.0,5812.0,
7672147,2010-02-19 23:52:00,81.0,4668.0,$80.57,Swipe Transaction,60569.0,San Antonio,TX,78207.0,5300.0,
9056767,2011-01-22 10:25:00,112.0,4339.0,$-89.00,Swipe Transaction,61195.0,La Fargeville,NY,13656.0,5541.0,
9317022,2011-03-24 16:48:00,987.0,4146.0,$17.76,Online Transaction,39021.0,ONLINE,,,4784.0,
8136451,2010-06-15 11:23:00,386.0,3673.0,$15.78,Online Transaction,18563.0,ONLINE,,,4121.0,
8644393,2010-10-16 07:25:00,655.0,4134.0,$1.63,Swipe Transaction,64423.0,Haymarket,VA,20169.0,5411.0,
7863989,2010-04-09 05:14:00,994.0,3904.0,$8.00,Swipe Transaction,88735.0,Lakewood,NJ,8701.0,5921.0,
9465824,2011-04-28 12:00:00,1295.0,2949.0,$34.60,Swipe Transaction,43293.0,Duluth,MN,55810.0,5499.0,
7532788,2010-01-15 16:40:00,234.0,2052.0,$60.61,Swipe Transaction,46284.0,Mesquite,TX,75150.0,5411.0,
9762596,2011-07-06 15:06:00,1857.0,5498.0,$14.29,Swipe Transaction,72415.0,Clifton Park,NY,12065.0,5812.0,
8122927,2010-06-12 07:08:00,1765.0,2913.0,$121.71,Swipe Transaction,36918.0,Dallas,TX,75241.0,7996.0,
8553881,2010-09-24 10:11:00,810.0,2149.0,$2.79,Swipe Transaction,59199.0,Terra Alta,WV,26764.0,5814.0,
8707448,2010-10-31 10:56:00,1921.0,3810.0,$55.48,Swipe Transaction,13646.0,Danielsville,GA,30633.0,7538.0,
9386744,2011-04-10 07:12:00,1910.0,4615.0,$31.46,Online Transaction,39021.0,ONLINE,,,4784.0,
7766311,2010-03-15 15:15:00,1975.0,5957.0,$68.79,Swipe Transaction,48919.0,Kent,CT,6757.0,5311.0,
8824518,2010-11-28 10:42:00,1486.0,4345.0,$22.50,Swipe Transaction,69956.0,Granite Falls,NC,28630.0,5310.0,
9657818,2011-06-12 12:58:00,261.0,30.0,$60.00,Swipe Transaction,27092.0,North Las Vegas,NV,89032.0,4829.0,
8359887,2010-08-08 15:40:00,1302.0,5464.0,$69.64,Swipe Transaction,38602.0,Lenoir,NC,28645.0,5311.0,
8807466,2010-11-24 08:58:00,1050.0,3472.0,$6.56,Swipe Transaction,22204.0,Durham,NC,27704.0,5541.0,
7725596,2010-03-05 10:45:00,50.0,5471.0,$39.51,Swipe Transaction,68751.0,Altoona,IA,50009.0,5651.0,
7790333,2010-03-21 16:12:00,331.0,3818.0,$35.50,Swipe Transaction,50783.0,Andrews,SC,29510.0,5411.0,
9803660,2011-07-16 06:17:00,1428.0,5116.0,$1.62,Swipe Transaction,14528.0,Lebanon,MO,65536.0,5499.0,
8835471,2010-11-30 21:48:00,1228.0,3333.0,$2.10,Swipe Transaction,96049.0,Austin,TX,78705.0,5541.0,
8550149,2010-09-23 10:46:00,60.0,2799.0,$88.14,Swipe Transaction,86959.0,Springwater,NY,14560.0,5311.0,
8706102,2010-10-31 06:14:00,679.0,5972.0,$3.56,Swipe Transaction,50783.0,New Galilee,PA,16141.0,5411.0,
8442824,2010-08-28 15:35:00,1843.0,961.0,$37.62,Swipe Transaction,42230.0,Chicago Heights,IL,60411.0,5411.0,
8332005,2010-08-02 02:18:00,62.0,3369.0,$11.53,Swipe Transaction,89347.0,San Francisco,CA,94128.0,5411.0,
8181799,2010-06-26 13:44:00,1357.0,4611.0,$8.97,Swipe Transaction,88646.0,Tacoma,WA,98404.0,5812.0,
7544912,2010-01-18 18:22:00,1923.0,2152.0,$22.91,Swipe Transaction,1281.0,Fair Grove,MO,65648.0,7832.0,
8105116,2010-06-07 17:18:00,990.0,5038.0,$52.55,Swipe Transaction,100340.0,Donaldsonville,LA,70346.0,5812.0,
8266669,2010-07-17 08:26:00,1600.0,5050.0,$25.51,Swipe Transaction,71263.0,Kirkland,WA,98033.0,7542.0,
8017572,2010-05-17 09:03:00,459.0,5827.0,$79.00,Swipe Transaction,59935.0,Edgefield,SC,29824.0,5499.0,
8617864,2010-10-09 17:43:00,1918.0,3898.0,$198.76,Online Transaction,88746.0,ONLINE,,,6300.0,
8603293,2010-10-06 08:55:00,211.0,4746.0,$46.32,Swipe Transaction,75781.0,Golden Valley,AZ,86413.0,5411.0,
9726796,2011-06-28 11:17:00,524.0,2263.0,$11.54,Swipe Transaction,81833.0,Saint Albans,WV,25177.0,5912.0,
9219092,2011-03-01 16:18:00,1843.0,249.0,$55.04,Swipe Transaction,59847.0,Chicago Heights,IL,60411.0,5300.0,
9362357,2011-04-04 12:22:00,1752.0,3880.0,$13.47,Swipe Transaction,22204.0,Abbeville,LA,70510.0,5541.0,
8021721,2010-05-18 08:58:00,1127.0,4641.0,$19.29,Swipe Transaction,20519.0,Naples,FL,34120.0,5942.0,
9052447,2011-01-21 09:35:00,1733.0,5013.0,$3.33,Swipe Transaction,59935.0,Barbourville,KY,40906.0,5499.0,
8027062,2010-05-19 12:51:00,1727.0,3766.0,$67.00,Swipe Transaction,61195.0,Columbia,SC,29229.0,5541.0,
9096044,2011-01-31 15:13:00,1498.0,2232.0,$5.56,Swipe Transaction,79075.0,Williamstown,NJ,8094.0,5411.0,
7921700,2010-04-23 12:22:00,931.0,5847.0,$48.68,Swipe Transaction,4439.0,Dresden,TN,38225.0,5651.0,
8467475,2010-09-03 13:53:00,62.0,2667.0,$44.66,Swipe Transaction,60600.0,Auburn,CA,95602.0,5499.0,
9814489,2011-07-18 15:30:00,1302.0,5464.0,$60.82,Swipe Transaction,38602.0,Lenoir,NC,28645.0,5311.0,
9090586,2011-01-30 11:35:00,349.0,4314.0,$4.27,Swipe Transaction,50783.0,Sugarcreek,OH,44681.0,5411.0,
8885598,2010-12-12 21:09:00,1817.0,2530.0,$72.00,Swipe Transaction,75936.0,Pearland,TX,77584.0,5814.0,
7620706,2010-02-07 07:56:00,1248.0,5787.0,$3.85,Swipe Transaction,50783.0,Middleton,WI,53562.0,5411.0,
7791341,2010-03-21 23:19:00,1331.0,5027.0,$1.02,Swipe Transaction,47713.0,Olympia,WA,98516.0,5411.0,
9472891,2011-04-30 06:37:00,387.0,4601.0,$1.81,Swipe Transaction,20519.0,Avon,OH,44011.0,5942.0,
7607727,2010-02-03 18:16:00,1746.0,3687.0,$118.53,Swipe Transaction,20561.0,Oakland Gardens,NY,11364.0,5912.0,
8658769,2010-10-19 13:44:00,142.0,1046.0,$75.52,Swipe Transaction,43293.0,Putnam,CT,6260.0,5499.0,
7917658,2010-04-22 11:34:00,980.0,2454.0,$43.73,Swipe Transaction,59935.0,La Plata,MD,20646.0,5499.0,
9050159,2011-01-20 16:35:00,106.0,1037.0,$8.36,Swipe Transaction,30928.0,Indianapolis,IN,46203.0,5541.0,
7758680,2010-03-13 18:49:00,104.0,4205.0,$23.79,Swipe Transaction,75936.0,Grand Prairie,TX,75050.0,5814.0,
7509105,2010-01-09 15:48:00,1533.0,4625.0,$27.12,Swipe Transaction,24504.0,Indianapolis,IN,46237.0,4214.0,
7927192,2010-04-24 20:24:00,1340.0,3272.0,$10.02,Swipe Transaction,19821.0,Houston,TX,77064.0,5812.0,
9387858,2011-04-10 11:51:00,763.0,4993.0,$101.28,Swipe Transaction,20519.0,Philadelphia,PA,19116.0,5942.0,
9604674,2011-05-31 06:59:00,1851.0,3890.0,$120.00,Swipe Transaction,27092.0,Youngsville,NC,27596.0,4829.0,
8571194,2010-09-28 12:44:00,727.0,4295.0,$11.51,Swipe Transaction,8555.0,Saint Louis,MO,63112.0,5411.0,
7799315,2010-03-23 21:09:00,1720.0,2492.0,$25.52,Swipe Transaction,20561.0,Fort Worth,TX,76119.0,5912.0,Insufficient Balance
8182530,2010-06-26 16:23:00,1433.0,5841.0,$63.31,Swipe Transaction,34490.0,Antioch,TN,37013.0,5719.0,
9460649,2011-04-27 09:36:00,1269.0,4239.0,$9.39,Swipe Transaction,44578.0,Chicago,IL,60616.0,5812.0,
8954767,2010-12-29 08:09:00,1294.0,4629.0,$35.69,Swipe Transaction,23767.0,Union,NJ,7083.0,5411.0,
9852347,2011-07-27 11:34:00,565.0,5459.0,$100.00,Swipe Transaction,27092.0,Carrollton,TX,75007.0,4829.0,
7501275,2010-01-07 13:47:00,425.0,5149.0,$135.53,Swipe Transaction,59935.0,Carmel Valley,CA,93924.0,5499.0,
8994980,2011-01-07 14:56:00,208.0,2426.0,$-94.00,Swipe Transaction,26810.0,Mercer Island,WA,98040.0,5541.0,
9226810,2011-03-03 13:09:00,1063.0,3498.0,$104.54,Swipe Transaction,64057.0,Apple River,IL,61001.0,4111.0,
9247903,2011-03-08 12:55:00,1846.0,3297.0,$4.01,Swipe Transaction,17493.0,Springfield,MO,65802.0,5812.0,
8018756,2010-05-17 13:06:00,585.0,5881.0,$249.33,Online Transaction,38676.0,ONLINE,,,5816.0,
7836972,2010-04-02 10:06:00,359.0,2489.0,$31.94,Swipe Transaction,50783.0,Lawrenceville,GA,30043.0,5411.0,
8253514,2010-07-13 22:14:00,1880.0,2014.0,$53.55,Swipe Transaction,92439.0,Milwaukee,WI,53210.0,5812.0,
9521015,2011-05-11 11:23:00,1022.0,2504.0,$10.49,Swipe Transaction,98374.0,Mooresboro,NC,28114.0,5411.0,
7535179,2010-01-16 11:32:00,1075.0,3287.0,$0.39,Swipe Transaction,14528.0,Pekin,IN,47165.0,5499.0,
9217128,2011-03-01 09:53:00,1888.0,1017.0,$84.00,Swipe Transaction,59935.0,Farmington,MN,55024.0,5499.0,
9151928,2011-02-13 22:18:00,1378.0,2921.0,$35.97,Swipe Transaction,18215.0,Green Bay,WI,54303.0,5719.0,
8341105,2010-08-04 07:32:00,1941.0,2030.0,$9.94,Swipe Transaction,20561.0,Celeste,TX,75423.0,5912.0,
8561874,2010-09-26 09:57:00,1799.0,5909.0,$77.20,Swipe Transaction,20561.0,Lynnwood,WA,98087.0,5912.0,
8802229,2010-11-23 01:22:00,1222.0,1076.0,$101.95,Online Transaction,86369.0,ONLINE,,,4899.0,
9399462,2011-04-13 06:05:00,1183.0,4701.0,$117.50,Swipe Transaction,91325.0,Clarksville,IN,47129.0,4900.0,
8472227,2010-09-04 17:50:00,908.0,4230.0,$38.74,Swipe Transaction,65999.0,Garner,NC,27529.0,5912.0,
8007082,2010-05-14 15:05:00,846.0,3886.0,$59.35,Swipe Transaction,28395.0,Omaha,NE,68136.0,5541.0,
7839178,2010-04-02 20:25:00,1461.0,2886.0,$50.64,Swipe Transaction,59935.0,Brunswick,OH,44212.0,5499.0,
8380546,2010-08-13 15:12:00,90.0,1100.0,$23.01,Online Transaction,50404.0,ONLINE,,,4784.0,
7746231,2010-03-10 13:18:00,970.0,1012.0,$140.00,Swipe Transaction,27092.0,Palm Coast,FL,32137.0,4829.0,
9855079,2011-07-28 04:51:00,301.0,3742.0,$103.06,Swipe Transaction,48919.0,Canton,GA,30114.0,5311.0,Insufficient Balance
9766166,2011-07-07 12:02:00,53.0,3267.0,$-69.00,Swipe Transaction,61195.0,Sutter Creek,CA,95685.0,5541.0,
9172930,2011-02-18 16:50:00,954.0,5586.0,$18.30,Swipe Transaction,72919.0,Riverside,CA,92505.0,5921.0,
8119561,2010-06-11 09:25:00,416.0,180.0,$42.17,Swipe Transaction,63151.0,Bell Gardens,CA,90201.0,5655.0,
8407413,2010-08-20 02:25:00,858.0,2633.0,$1.63,Swipe Transaction,81833.0,Gonzales,TX,78629.0,5912.0,
9398121,2011-04-12 16:12:00,1466.0,4634.0,$1.27,Swipe Transaction,14528.0,Seaford,DE,19973.0,5499.0,
7984727,2010-05-09 08:30:00,137.0,5442.0,$92.82,Swipe Transaction,75781.0,Johnson City,TN,37605.0,5411.0,
9345039,2011-03-31 10:36:00,1861.0,3374.0,$67.00,Swipe Transaction,59935.0,Allen,TX,75002.0,5499.0,
8474621,2010-09-05 10:57:00,641.0,4718.0,$11.75,Swipe Transaction,75936.0,Columbus,OH,43228.0,5814.0,
8396567,2010-08-17 12:31:00,1807.0,165.0,$54.05,Online Transaction,39021.0,ONLINE,,,4784.0,
7885672,2010-04-14 12:10:00,1781.0,3032.0,$10.97,Swipe Transaction,83480.0,Rome,NY,13440.0,9402.0,
9154138,2011-02-14 12:22:00,1844.0,6019.0,$10.46,Swipe Transaction,22204.0,Corpus Christi,TX,78410.0,5541.0,
8843208,2010-12-02 16:17:00,520.0,5104.0,$50.00,Swipe Transaction,61195.0,Douglassville,PA,19518.0,5541.0,
7961290,2010-05-03 11:21:00,1435.0,4294.0,$41.80,Online Transaction,39021.0,ONLINE,,,4784.0,
8353917,2010-08-07 09:18:00,1170.0,4353.0,$3.63,Swipe Transaction,20519.0,Holland,TX,76534.0,5942.0,
8450262,2010-08-30 11:43:00,909.0,4663.0,$15.79,Swipe Transaction,45926.0,Eagle Creek,OR,97022.0,5814.0,
8750055,2010-11-10 12:14:00,1696.0,2408.0,$9.09,Online Transaction,39021.0,ONLINE,,,4784.0,
8358970,2010-08-08 12:26:00,421.0,2177.0,$33.64,Swipe Transaction,43293.0,Cedar Rapids,IA,52405.0,5499.0,
7488900,2010-01-04 12:13:00,723.0,232.0,$19.73,Swipe Transaction,83772.0,Houston,TX,77015.0,5912.0,
8215876,2010-07-04 18:39:00,487.0,2024.0,$67.51,Swipe Transaction,68102.0,Albany,NY,12203.0,5812.0,
8724682,2010-11-04 11:24:00,997.0,2261.0,$-66.00,Swipe Transaction,43293.0,Chula Vista,CA,91913.0,5499.0,
8166271,2010-06-22 14:56:00,456.0,4576.0,$42.12,Swipe Transaction,32858.0,North Fort Myers,FL,33917.0,5311.0,
9026561,2011-01-15 07:22:00,519.0,3380.0,$4.15,Swipe Transaction,22204.0,Henderson,NV,89044.0,5541.0,
8955953,2010-12-29 12:14:00,714.0,2616.0,$7.55,Swipe Transaction,9254.0,West Linn,OR,97068.0,5812.0,
9231619,2011-03-04 14:38:00,1810.0,5197.0,$100.00,Swipe Transaction,43293.0,Romulus,MI,48174.0,5499.0,
7499444,2010-01-07 07:06:00,1115.0,4225.0,$92.74,Online Transaction,9932.0,ONLINE,,,5311.0,
9266732,2011-03-12 22:14:00,557.0,5570.0,$36.63,Swipe Transaction,44903.0,Inglewood,CA,90302.0,5812.0,
8893153,2010-12-14 14:53:00,208.0,4980.0,$83.97,Swipe Transaction,43293.0,Bothell,WA,98021.0,5499.0,
8548057,2010-09-22 19:29:00,133.0,4683.0,$102.55,Online Transaction,17976.0,ONLINE,,,4900.0,
9839066,2011-07-24 11:50:00,1020.0,1224.0,$132.61,Swipe Transaction,19421.0,Schaumburg,IL,60194.0,5912.0,
8417831,2010-08-22 14:09:00,157.0,969.0,$3.53,Swipe Transaction,97871.0,Perris,CA,92571.0,5411.0,
8422627,2010-08-23 16:25:00,1684.0,2140.0,$28.73,Online Transaction,39021.0,ONLINE,,,4784.0,
9024165,2011-01-14 13:33:00,383.0,3686.0,$114.84,Swipe Transaction,49789.0,Oakdale,LA,71463.0,5541.0,
7549378,2010-01-19 23:49:00,983.0,1023.0,$13.30,Swipe Transaction,60569.0,Syracuse,NY,13219.0,5300.0,
9434200,2011-04-21 07:19:00,1962.0,2126.0,$21.75,Swipe Transaction,50783.0,Lyons,IL,60534.0,5411.0,
7984874,2010-05-09 08:59:00,1115.0,4225.0,$60.76,Swipe Transaction,72217.0,Tyler,TX,75706.0,5912.0,
8452657,2010-08-31 00:08:00,1556.0,2972.0,$-79.00,Swipe Transaction,59935.0,Beulah,ND,58523.0,5499.0,
9246230,2011-03-08 07:28:00,1636.0,2930.0,$3.78,Swipe Transaction,42495.0,Kansas City,MO,64124.0,5300.0,
7782170,2010-03-19 15:34:00,385.0,2871.0,$31.27,Swipe Transaction,62074.0,Bluffton,SC,29910.0,7538.0,
7649712,2010-02-14 11:09:00,447.0,4617.0,$797.57,Swipe Transaction,5594.0,Hudson,WI,54016.0,3001.0,
9693212,2011-06-20 14:21:00,1881.0,2554.0,$2.01,Swipe Transaction,86438.0,Dearborn,MI,48124.0,5499.0,
8852858,2010-12-05 07:48:00,1069.0,5167.0,$44.95,Swipe Transaction,43293.0,Mount Holly,NC,28120.0,5499.0,
7508704,2010-01-09 14:13:00,609.0,2892.0,$18.12,Swipe Transaction,54850.0,Garland,TX,75040.0,4814.0,
8402766,2010-08-18 21:52:00,335.0,5131.0,$52.20,Swipe Transaction,75936.0,Palm Beach Gardens,FL,33410.0,5814.0,
8195157,2010-06-29 15:54:00,618.0,3411.0,$29.69,Swipe Transaction,76776.0,Lynwood,CA,90262.0,7538.0,
9220466,2011-03-02 06:04:00,1844.0,2854.0,$40.96,Swipe Transaction,81833.0,Corpus Christi,TX,78410.0,5912.0,
9356553,2011-04-03 06:59:00,1166.0,1222.0,$113.10,Swipe Transaction,66072.0,Hamilton,OH,45013.0,5912.0,
9113244,2011-02-04 14:49:00,918.0,2175.0,$26.52,Swipe Transaction,20519.0,Mount Pleasant,PA,15666.0,5942.0,
8382399,2010-08-14 07:37:00,236.0,4560.0,$22.04,Swipe Transaction,28054.0,Bellaire,TX,77401.0,5411.0,
9344988,2011-03-31 10:25:00,63.0,5489.0,$1.09,Online Transaction,39021.0,ONLINE,,,4784.0,
9205515,2011-02-26 13:01:00,1837.0,2256.0,$57.80,Swipe Transaction,20561.0,Los Angeles,CA,90001.0,5912.0,
9442766,2011-04-23 06:08:00,1843.0,4553.0,$3.69,Swipe Transaction,75781.0,Chicago Heights,IL,60411.0,5411.0,
9484965,2011-05-03 03:18:00,319.0,248.0,$23.09,Online Transaction,73186.0,ONLINE,,,4814.0,
8936313,2010-12-24 20:50:00,1920.0,3415.0,$35.85,Swipe Transaction,60569.0,Parkers Prairie,MN,56361.0,5300.0,
7555695,2010-01-21 13:37:00,804.0,1071.0,$305.64,Online Transaction,77020.0,ONLINE,,,5816.0,
7672992,2010-02-20 09:02:00,1106.0,2183.0,$19.01,Swipe Transaction,65112.0,Glendale,CA,91205.0,5300.0,
8682495,2010-10-25 10:32:00,213.0,2136.0,$35.30,Online Transaction,41122.0,ONLINE,,,4784.0,
9333555,2011-03-28 16:17:00,613.0,2635.0,$1.49,Swipe Transaction,70984.0,Lombard,IL,60148.0,4121.0,
7615610,2010-02-05 18:55:00,104.0,4205.0,$60.55,Swipe Transaction,10123.0,Grand Prairie,TX,75050.0,5651.0,
8433046,2010-08-26 08:22:00,433.0,3868.0,$1.70,Swipe Transaction,96049.0,Pana,IL,62557.0,5541.0,
9328935,2011-03-27 15:36:00,1381.0,3738.0,$7.10,Swipe Transaction,86410.0,Middlefield,OH,44062.0,5211.0,
9793440,2011-07-13 16:58:00,1195.0,3219.0,$-68.00,Swipe Transaction,43293.0,Rochester,MN,55904.0,5499.0,
9736814,2011-06-30 15:33:00,1992.0,5476.0,$42.97,Swipe Transaction,20519.0,Campbell,MO,63933.0,5942.0,
9321218,2011-03-25 16:08:00,1776.0,4938.0,$67.97,Online Transaction,39021.0,ONLINE,,,4784.0,
9152356,2011-02-14 06:04:00,1209.0,3362.0,$4.40,Swipe Transaction,89738.0,Yonkers,NY,10710.0,5411.0,
9372939,2011-04-06 19:05:00,165.0,5146.0,$136.11,Swipe Transaction,44578.0,Oakland,CA,94619.0,5812.0,
8661879,2010-10-20 10:03:00,1977.0,965.0,$0.49,Swipe Transaction,14528.0,Dyer,IN,46311.0,5499.0,
8370167,2010-08-11 07:14:00,152.0,2848.0,$96.57,Swipe Transaction,31707.0,Atlanta,GA,30316.0,4111.0,
9563189,2011-05-21 09:49:00,1490.0,5950.0,$73.00,Swipe Transaction,61195.0,Commerce City,CO,80022.0,5541.0,
9671236,2011-06-15 12:29:00,1727.0,3766.0,$42.63,Swipe Transaction,61195.0,Columbia,SC,29229.0,5541.0,
8791269,2010-11-20 11:25:00,547.0,5526.0,$11.77,Swipe Transaction,44578.0,Elm Grove,WI,53122.0,5812.0,
8993161,2011-01-07 09:01:00,1258.0,1105.0,$13.60,Swipe Transaction,81833.0,Mira Loma,CA,91752.0,5912.0,
9539034,2011-05-15 16:04:00,96.0,3695.0,$133.50,Swipe Transaction,43293.0,Yorba Linda,CA,92887.0,5499.0,
8200022,2010-06-30 19:42:00,1881.0,2554.0,$1.67,Swipe Transaction,86438.0,Dearborn,MI,48124.0,5499.0,
7947092,2010-04-29 16:38:00,1296.0,3665.0,$40.21,Swipe Transaction,86313.0,Longwood,FL,32750.0,5300.0,
7810469,2010-03-26 16:29:00,1169.0,2485.0,$45.03,Swipe Transaction,90865.0,Round Rock,TX,78665.0,5311.0,
9729050,2011-06-28 21:10:00,724.0,5624.0,$162.28,Online Transaction,72813.0,ONLINE,,,6300.0,
8381275,2010-08-13 19:08:00,962.0,1217.0,$22.48,Swipe Transaction,30055.0,Green Bay,WI,54311.0,7832.0,
8595258,2010-10-04 09:58:00,845.0,4599.0,$2.30,Swipe Transaction,25887.0,Fort Walton Beach,FL,32547.0,5814.0,
9808405,2011-07-17 09:37:00,663.0,5941.0,$9.19,Swipe Transaction,17493.0,Franklin,TN,37067.0,5812.0,
7939062,2010-04-27 17:50:00,209.0,4676.0,$59.98,Swipe Transaction,60644.0,El Paso,TX,79928.0,5300.0,
8987748,2011-01-06 00:47:00,1810.0,5197.0,$1.24,Swipe Transaction,86438.0,Romulus,MI,48174.0,5499.0,
8692696,2010-10-27 16:47:00,1463.0,5499.0,$1.41,Swipe Transaction,14528.0,Kerhonkson,NY,12446.0,5499.0,
9553336,2011-05-18 23:51:00,460.0,5470.0,$7.22,Swipe Transaction,50783.0,Larchmont,NY,10538.0,5411.0,
8589013,2010-10-02 19:01:00,1052.0,5460.0,$-109.00,Swipe Transaction,78644.0,Las Vegas,NV,89148.0,3775.0,
8885815,2010-12-12 23:20:00,1662.0,4541.0,$2.22,Swipe Transaction,55188.0,Belleville,IL,62221.0,5411.0,
7595556,2010-01-31 18:05:00,460.0,5470.0,$17.09,Swipe Transaction,94458.0,Cancun,Mexico,,5411.0,
7578915,2010-01-27 12:36:00,652.0,1197.0,$16.11,Swipe Transaction,83434.0,Wethersfield,CT,6109.0,7538.0,
8071967,2010-05-30 16:04:00,1812.0,2531.0,$80.22,Swipe Transaction,92883.0,North Little Rock,AR,72116.0,5812.0,
9319538,2011-03-25 10:24:00,1763.0,4297.0,$2.66,Swipe Transaction,50783.0,Minneapolis,MN,55430.0,5411.0,
8059642,2010-05-27 12:58:00,478.0,135.0,$14.07,Swipe Transaction,55060.0,Cumming,GA,30028.0,5812.0,
8762293,2010-11-13 13:14:00,1192.0,1211.0,$31.10,Swipe Transaction,21929.0,Salisbury,NC,28147.0,5813.0,
8556892,2010-09-25 06:13:00,1079.0,5826.0,$87.00,Swipe Transaction,59935.0,Rockville Centre,NY,11570.0,5499.0,
